id,title,icon,minIcon,bagType,bindType,diamondPrice,attrId,color,suitPartId,broadcast,level,career,model,a_fx_1,a_fx_2,a_fx_3,a_fx_4,reward,buffs,isShow,propType,useVip,k_useType_1,v_useType_1,k_useType_2,v_useType_2,k_useType_3,v_useType_3,k_useType_4,v_useType_4,goldPrice,diamondReplace,isflash,cdGroup,dailyTimes,interval,limType,morphIds,des,way,addTime,weapon,legend,endRow
1124631,不败意志长剑,Eq_31101,,1,1,,1124631,4,,,80,3,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1124632,不败意志头盔,Eq_31102,,1,1,,1124632,4,,,80,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1124633,不败意志肩铠,Eq_31103,,1,1,,1124633,4,,,80,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1124634,不败意志战铠,Eq_31104,,1,1,,1124634,4,,,80,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1124635,不败意志护腿,Eq_31105,,1,1,,1124635,4,,,80,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1124636,不败意志链靴,Eq_31106,,1,1,,1124636,4,,,80,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1124637,不败意志信标,Eq_31107,,1,1,,1124637,4,,,80,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1124638,不败意志玺戒,Eq_31108,,1,1,,1124638,4,,,80,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014711,丛林长弓,Eq_10101,,1,1,,1014711,4,,,1,1,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014712,丛林护面,Eq_10102,,1,1,,1014712,4,,,1,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014713,丛林肩卫,Eq_10103,,1,1,,1014713,4,,,1,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014714,丛林外衣,Eq_10104,,1,1,,1014714,4,,,1,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014715,丛林护腿,Eq_10105,,1,1,,1014715,4,,,1,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014716,丛林长靴,Eq_10106,,1,1,,1014716,4,,,1,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014717,丛林项圈,Eq_10107,,1,1,,1014717,4,,,1,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014718,丛林印戒,Eq_10108,,1,1,,1014718,4,,,1,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014721,智慧法杖,Eq_20101,,1,1,,1014721,4,,,1,2,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014722,智慧之冠,Eq_20102,,1,1,,1014722,4,,,1,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014723,智慧肩章,Eq_20103,,1,1,,1014723,4,,,1,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014724,智慧之袍,Eq_20104,,1,1,,1014724,4,,,1,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014725,智慧褶裙,Eq_20105,,1,1,,1014725,4,,,1,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014726,智慧护足,Eq_20106,,1,1,,1014726,4,,,1,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014727,智慧符链,Eq_20107,,1,1,,1014727,4,,,1,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014728,智慧之戒,Eq_20108,,1,1,,1014728,4,,,1,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014731,帝国长剑,Eq_30101,,1,1,,1014731,4,,,1,3,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014732,帝国头盔,Eq_30102,,1,1,,1014732,4,,,1,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014733,帝国护肩,Eq_30103,,1,1,,1014733,4,,,1,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014734,帝国胸甲,Eq_30104,,1,1,,1014734,4,,,1,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014735,帝国护腿,Eq_30105,,1,1,,1014735,4,,,1,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014736,帝国重靴,Eq_30106,,1,1,,1014736,4,,,1,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014737,帝国护符,Eq_30107,,1,1,,1014737,4,,,1,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1014738,帝国徽戒,Eq_30108,,1,1,,1014738,4,,,1,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024711,游侠长弓,Eq_10201,,1,1,,1024711,4,,,20,1,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024712,游侠护面,Eq_10202,,1,1,,1024712,4,,,20,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024713,游侠肩卫,Eq_10203,,1,1,,1024713,4,,,20,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024714,游侠外衣,Eq_10204,,1,1,,1024714,4,,,20,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024715,游侠护腿,Eq_10205,,1,1,,1024715,4,,,20,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024716,游侠长靴,Eq_10206,,1,1,,1024716,4,,,20,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024717,游侠项圈,Eq_10207,,1,1,,1024717,4,,,20,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024718,游侠印戒,Eq_10208,,1,1,,1024718,4,,,20,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024721,贤者法杖,Eq_20201,,1,1,,1024721,4,,,20,2,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024722,贤者头冠,Eq_20202,,1,1,,1024722,4,,,20,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024723,贤者披肩,Eq_20203,,1,1,,1024723,4,,,20,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024724,贤者上衣,Eq_20204,,1,1,,1024724,4,,,20,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024725,贤者下摆,Eq_20205,,1,1,,1024725,4,,,20,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024726,贤者便鞋,Eq_20206,,1,1,,1024726,4,,,20,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024727,贤者吊坠,Eq_20207,,1,1,,1024727,4,,,20,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024728,贤者之戒,Eq_20208,,1,1,,1024728,4,,,20,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024731,精铸长剑,Eq_30201,,1,1,,1024731,4,,,20,3,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024732,精铸头盔,Eq_30202,,1,1,,1024732,4,,,20,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024733,精铸护肩,Eq_30203,,1,1,,1024733,4,,,20,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024734,精铸胸甲,Eq_30204,,1,1,,1024734,4,,,20,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024735,精铸护腿,Eq_30205,,1,1,,1024735,4,,,20,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024736,精铸重靴,Eq_30206,,1,1,,1024736,4,,,20,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024737,精铸护符,Eq_30207,,1,1,,1024737,4,,,20,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1024738,精铸徽戒,Eq_30208,,1,1,,1024738,4,,,20,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034711,迅捷短弓,Eq_10301,,1,1,,1034711,4,,,30,1,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034712,迅捷护面,Eq_10302,,1,1,,1034712,4,,,30,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034713,迅捷肩甲,Eq_10303,,1,1,,1034713,4,,,30,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034714,迅捷护甲,Eq_10304,,1,1,,1034714,4,,,30,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034715,迅捷束裤,Eq_10305,,1,1,,1034715,4,,,30,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034716,迅捷便鞋,Eq_10306,,1,1,,1034716,4,,,30,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034717,迅捷项饰,Eq_10307,,1,1,,1034717,4,,,30,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034718,迅捷印戒,Eq_10308,,1,1,,1034718,4,,,30,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034721,祈愿法杖,Eq_20301,,1,1,,1034721,4,,,30,2,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034722,祈愿之冠,Eq_20302,,1,1,,1034722,4,,,30,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034723,祈愿肩章,Eq_20303,,1,1,,1034723,4,,,30,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034724,祈愿之袍,Eq_20304,,1,1,,1034724,4,,,30,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034725,祈愿绑腿,Eq_20305,,1,1,,1034725,4,,,30,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034726,祈愿便鞋,Eq_20306,,1,1,,1034726,4,,,30,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034727,祈愿符链,Eq_20307,,1,1,,1034727,4,,,30,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034728,祈愿徽戒,Eq_20308,,1,1,,1034728,4,,,30,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034731,角斗士巨剑,Eq_30301,,1,1,,1034731,4,,,30,3,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034732,角斗士战盔,Eq_30302,,1,1,,1034732,4,,,30,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034733,角斗士的戒备,Eq_30303,,1,1,,1034733,4,,,30,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034734,角斗士胸甲,Eq_30304,,1,1,,1034734,4,,,30,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034735,角斗士护腿,Eq_30305,,1,1,,1034735,4,,,30,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034736,角斗士战靴,Eq_30306,,1,1,,1034736,4,,,30,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034737,角斗士项链,Eq_30307,,1,1,,1034737,4,,,30,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1034738,角斗士徽戒,Eq_30308,,1,1,,1034738,4,,,30,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044711,雾隐短弓,Eq_10401,,1,1,,1044711,4,,,40,1,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044712,雾隐护面,Eq_10402,,1,1,,1044712,4,,,40,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044713,雾隐肩甲,Eq_10403,,1,1,,1044713,4,,,40,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044714,雾隐胸甲,Eq_10404,,1,1,,1044714,4,,,40,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044715,雾隐护腿,Eq_10405,,1,1,,1044715,4,,,40,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044716,雾隐长靴,Eq_10406,,1,1,,1044716,4,,,40,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044717,雾隐吊坠,Eq_10407,,1,1,,1044717,4,,,40,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044718,雾隐之戒,Eq_10408,,1,1,,1044718,4,,,40,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044721,宽宏手杖,Eq_20401,,1,1,,1044721,4,,,40,2,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044722,宽宏头巾,Eq_20402,,1,1,,1044722,4,,,40,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044723,宽宏衬肩,Eq_20403,,1,1,,1044723,4,,,40,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044724,宽宏外衣,Eq_20404,,1,1,,1044724,4,,,40,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044725,宽宏长裤,Eq_20405,,1,1,,1044725,4,,,40,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044726,宽宏便鞋,Eq_20406,,1,1,,1044726,4,,,40,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044727,宽宏信标,Eq_20407,,1,1,,1044727,4,,,40,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044728,宽宏印戒,Eq_20408,,1,1,,1044728,4,,,40,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044731,怒火刺剑,Eq_30401,,1,1,,1044731,4,,,40,3,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044732,怒火头冠,Eq_30402,,1,1,,1044732,4,,,40,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044733,怒火护肩,Eq_30403,,1,1,,1044733,4,,,40,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044734,怒火铠甲,Eq_30404,,1,1,,1044734,4,,,40,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044735,怒火腿甲,Eq_30405,,1,1,,1044735,4,,,40,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044736,怒火重靴,Eq_30406,,1,1,,1044736,4,,,40,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044737,怒火吊坠,Eq_30407,,1,1,,1044737,4,,,40,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1044738,怒火印记,Eq_30408,,1,1,,1044738,4,,,40,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054711,苍穹之翼平弓,Eq_10501,,1,1,,1054711,4,,,45,1,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054712,苍穹之翼面甲,Eq_10502,,1,1,,1054712,4,,,45,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054713,苍穹之翼肩卫,Eq_10503,,1,1,,1054713,4,,,45,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054714,苍穹之翼战衣,Eq_10504,,1,1,,1054714,4,,,45,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054715,苍穹之翼长裤,Eq_10505,,1,1,,1054715,4,,,45,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054716,苍穹之翼裹足,Eq_10506,,1,1,,1054716,4,,,45,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054717,苍穹之翼护符,Eq_10507,,1,1,,1054717,4,,,45,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054718,苍穹之翼印戒,Eq_10508,,1,1,,1054718,4,,,45,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054721,翡翠之心节杖,Eq_20501,,1,1,,1054721,4,,,45,2,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054722,翡翠之心头冠,Eq_20502,,1,1,,1054722,4,,,45,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054723,翡翠之心肩章,Eq_20503,,1,1,,1054723,4,,,45,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054724,翡翠之心法袍,Eq_20504,,1,1,,1054724,4,,,45,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054725,翡翠之心长裤,Eq_20505,,1,1,,1054725,4,,,45,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054726,翡翠之心裹足,Eq_20506,,1,1,,1054726,4,,,45,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054727,翡翠之心念珠,Eq_20507,,1,1,,1054727,4,,,45,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054728,翡翠之心印记,Eq_20508,,1,1,,1054728,4,,,45,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054731,湮没之刃,Eq_30501,,1,1,,1054731,4,,,45,3,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054732,湮没头盔,Eq_30502,,1,1,,1054732,4,,,45,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054733,湮没护肩,Eq_30503,,1,1,,1054733,4,,,45,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054734,湮没胸甲,Eq_30504,,1,1,,1054734,4,,,45,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054735,湮没护腿,Eq_30505,,1,1,,1054735,4,,,45,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054736,湮没足靴,Eq_30506,,1,1,,1054736,4,,,45,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054737,湮没坠饰,Eq_30507,,1,1,,1054737,4,,,45,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1054738,湮没印戒,Eq_30508,,1,1,,1054738,4,,,45,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064711,龙皮弯弓,Eq_10601,,1,1,,1064711,4,,,50,1,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064712,龙皮护面,Eq_10602,,1,1,,1064712,4,,,50,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064713,龙皮护肩,Eq_10603,,1,1,,1064713,4,,,50,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064714,龙皮外衣,Eq_10604,,1,1,,1064714,4,,,50,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064715,龙皮束裤,Eq_10605,,1,1,,1064715,4,,,50,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064716,龙皮长靴,Eq_10606,,1,1,,1064716,4,,,50,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064717,龙皮项圈,Eq_10607,,1,1,,1064717,4,,,50,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064718,龙皮印戒,Eq_10608,,1,1,,1064718,4,,,50,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064721,精灵祝福之杖,Eq_20601,,1,1,,1064721,4,,,50,2,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064722,精灵祝福头冠,Eq_20602,,1,1,,1064722,4,,,50,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064723,精灵祝福衬肩,Eq_20603,,1,1,,1064723,4,,,50,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064724,精灵祝福上衣,Eq_20604,,1,1,,1064724,4,,,50,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064725,精灵祝福褶裙,Eq_20605,,1,1,,1064725,4,,,50,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064726,精灵祝福短靴,Eq_20606,,1,1,,1064726,4,,,50,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064727,精灵祝福吊坠,Eq_20607,,1,1,,1064727,4,,,50,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064728,精灵祝福玺戒,Eq_20608,,1,1,,1064728,4,,,50,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064731,辉煌重剑,Eq_30601,,1,1,,1064731,4,,,50,3,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064732,辉煌头盔,Eq_30602,,1,1,,1064732,4,,,50,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064733,辉煌护肩,Eq_30603,,1,1,,1064733,4,,,50,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064734,辉煌胸甲,Eq_30604,,1,1,,1064734,4,,,50,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064735,辉煌护腿,Eq_30605,,1,1,,1064735,4,,,50,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064736,辉煌护胫,Eq_30606,,1,1,,1064736,4,,,50,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064737,辉煌项链,Eq_30607,,1,1,,1064737,4,,,50,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1064738,辉煌戒指,Eq_30608,,1,1,,1064738,4,,,50,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074711,群鸦之翼,Eq_10701,,1,1,,1074711,4,,,55,1,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074712,群鸦罩帽,Eq_10702,,1,1,,1074712,4,,,55,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074713,群鸦肩卫,Eq_10703,,1,1,,1074713,4,,,55,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074714,群鸦外套,Eq_10704,,1,1,,1074714,4,,,55,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074715,群鸦护腿,Eq_10705,,1,1,,1074715,4,,,55,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074716,群鸦战靴,Eq_10706,,1,1,,1074716,4,,,55,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074717,群鸦垂饰,Eq_10707,,1,1,,1074717,4,,,55,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074718,群鸦对戒,Eq_10708,,1,1,,1074718,4,,,55,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074721,碎魂法杖,Eq_20701,,1,1,,1074721,4,,,55,2,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074722,碎魂头冠,Eq_20702,,1,1,,1074722,4,,,55,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074723,碎魂披肩,Eq_20703,,1,1,,1074723,4,,,55,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074724,碎魂上衣,Eq_20704,,1,1,,1074724,4,,,55,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074725,碎魂下摆,Eq_20705,,1,1,,1074725,4,,,55,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074726,碎魂便鞋,Eq_20706,,1,1,,1074726,4,,,55,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074727,碎魂吊坠,Eq_20707,,1,1,,1074727,4,,,55,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074728,碎魂之戒,Eq_20708,,1,1,,1074728,4,,,55,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074731,烈焰骑士之锋,Eq_30701,,1,1,,1074731,4,,,55,3,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074732,烈焰骑士头冠,Eq_30702,,1,1,,1074732,4,,,55,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074733,烈焰骑士肩甲,Eq_30703,,1,1,,1074733,4,,,55,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074734,烈焰骑士之铠,Eq_30704,,1,1,,1074734,4,,,55,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074735,烈焰骑士腿铠,Eq_30705,,1,1,,1074735,4,,,55,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074736,烈焰骑士马靴,Eq_30706,,1,1,,1074736,4,,,55,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074737,烈焰骑士挂坠,Eq_30707,,1,1,,1074737,4,,,55,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1074738,烈焰骑士指环,Eq_30708,,1,1,,1074738,4,,,55,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1084711,风行者的远击,Eq_10801,,1,1,,1084711,4,,,60,1,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1084712,风行者的护面,Eq_10802,,1,1,,1084712,4,,,60,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1084713,风行者的肩甲,Eq_10803,,1,1,,1084713,4,,,60,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1084714,风行者的战衣,Eq_10804,,1,1,,1084714,4,,,60,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1084715,风行者的护腿,Eq_10805,,1,1,,1084715,4,,,60,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1084716,风行者的旅途,Eq_10806,,1,1,,1084716,4,,,60,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1084717,风行者的吊坠,Eq_10807,,1,1,,1084717,4,,,60,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1084718,风行者的印戒,Eq_10808,,1,1,,1084718,4,,,60,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1084721,炽焰舞者手杖,Eq_20801,,1,1,,1084721,4,,,60,2,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1084722,炽焰舞者头冠,Eq_20802,,1,1,,1084722,4,,,60,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1084723,炽焰舞者肩饰,Eq_20803,,1,1,,1084723,4,,,60,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1084724,炽焰舞者礼服,Eq_20804,,1,1,,1084724,4,,,60,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1084725,炽焰舞者下摆,Eq_20805,,1,1,,1084725,4,,,60,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1084726,炽焰舞者便鞋,Eq_20806,,1,1,,1084726,4,,,60,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
